vendor_number,VendorName,brand,TotalSalesDollars,TotalSalesQuantity,TotalSalesPrice,TotalExciseTax,TotalPurchaseDollars,TotalPurchaseQuantity,VendorPurchasePrice,ActualProductPrice,TotalFreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
3252,E & J GALLO WINERY,22398,1949.6100000000001,39.0,1249.75,4.320000000000001,612.1800000000001,18,34.01,34.01,61966.909999999996,1337.43,68.59987382091803,2.1666666666666665,3.1847005782612956
3252,E & J GALLO WINERY,23272,803.33,67.0,155.87,7.52,642.3199999999999,148,4.34,4.34,61966.909999999996,161.0100000000001,20.042821754447125,0.4527027027027027,1.2506694482500935
3252,E & J GALLO WINERY,23401,5260.7099999999955,329.0,1295.1900000000005,36.87999999999999,1198.8000000000002,111,10.8,10.8,61966.909999999996,4061.9099999999953,77.21220139486873,2.963963963963964,4.388313313313309
3252,E & J GALLO WINERY,23414,289.88000000000005,92.0,50.06,10.35,97.2,60,1.62,1.62,61966.909999999996,192.68000000000006,66.46888367600387,1.5333333333333334,2.9823045267489716
3252,E & J GALLO WINERY,23538,332.83000000000004,17.0,157.92,7.650000000000002,124.19999999999999,18,6.9,6.9,61966.909999999996,208.63000000000005,62.683652314995655,0.9444444444444444,2.6797906602254433
3252,E & J GALLO WINERY,23542,314.70000000000005,30.0,125.87999999999998,13.5,82.32,12,6.86,6.86,61966.909999999996,232.38000000000005,73.84175405147761,2.5,3.822886297376094
3252,E & J GALLO WINERY,24997,2290.2100000000005,79.0,840.7100000000002,8.83,443.61,27,16.43,16.43,61966.909999999996,1846.6000000000004,80.6301605529624,2.925925925925926,5.162665404296567
3252,E & J GALLO WINERY,25958,5816.719999999972,728.0,2892.379999999979,81.08999999999997,4401.000000000001,815,5.4,5.4,61966.909999999996,1415.7199999999712,24.33880262415894,0.8932515337423312,1.3216814360372577
3252,E & J GALLO WINERY,28272,555.3600000000001,84.0,102.46000000000002,18.889999999999997,420.48,144,2.92,2.92,61966.909999999996,134.8800000000001,24.286949006050143,0.5833333333333334,1.3207762557077627
3252,E & J GALLO WINERY,28317,261.67,33.0,158.8,7.360000000000001,248.57,53,4.69,4.69,61966.909999999996,13.100000000000023,5.006305652157305,0.6226415094339622,1.0527014523071974
3252,E & J GALLO WINERY,31522,923.7200000000001,28.0,593.82,3.1000000000000005,680.96,32,21.28,21.28,61966.909999999996,242.7600000000001,26.28069111852077,0.875,1.356496710526316
3252,E & J GALLO WINERY,31789,131.88,12.0,84.92999999999999,5.400000000000001,46.0,10,4.6,4.6,61966.909999999996,85.88,65.1198058841371,1.2,2.86695652173913
3252,E & J GALLO WINERY,32989,55955.6100000006,5483.0,31126.34000000036,1225.7300000000475,54990.920000000435,9514,5.78,5.78,61966.909999999996,964.6900000001624,1.724027313794188,0.5763085978557915,1.0175427143244768
3252,E & J GALLO WINERY,33148,17628.460000000032,2082.0,7869.239999999863,232.29000000000283,16652.71999999997,3668,4.54,4.54,61966.909999999996,975.7400000000634,5.535026882666221,0.5676117775354417,1.0585934309830505
3252,E & J GALLO WINERY,33149,213366.62999999739,25433.0,55783.019999996475,2850.2399999999843,210736.05000000136,43995,4.79,4.79,61966.909999999996,2630.579999996029,1.232891947534655,0.5780884191385385,1.0124828191474406
3252,E & J GALLO WINERY,34133,63958.58000000004,6542.0,32200.300000002135,1464.2500000000668,46340.64000000055,7572,6.12,6.12,61966.909999999996,17617.939999999486,27.54585858535239,0.863972530375066,1.3801833552579177
3252,E & J GALLO WINERY,34134,92335.33000000246,9367.0,39457.19000000105,2099.1400000000613,71691.83999999976,12276,5.84,5.84,61966.909999999996,20643.490000002697,22.357086935198204,0.7630335614206581,1.2879475544218528
3252,E & J GALLO WINERY,35578,32050.260000000566,3934.0,13505.059999999872,439.1200000000087,27031.550000000054,5915,4.57,4.57,61966.909999999996,5018.710000000512,15.65887453019234,0.6650887573964497,1.1856611995982658
3252,E & J GALLO WINERY,35666,41234.04000000052,4096.0,19644.48000000019,917.2700000000235,40318.56000000039,6588,6.12,6.12,61966.909999999996,915.4800000001269,2.220204471839566,0.6217364905889496,1.0227061680774343
3252,E & J GALLO WINERY,35667,226.44,36.0,18.87,4.050000000000001,198.72,48,4.14,4.14,61966.909999999996,27.72,12.241653418124006,0.75,1.1394927536231885
3252,E & J GALLO WINERY,36543,35442.27000000027,1773.0,17411.289999999928,197.49000000000268,16121.899999999983,1226,13.15,13.15,61966.909999999996,19320.37000000029,54.51222509167766,1.4461663947797716,2.1983928693268355
3252,E & J GALLO WINERY,39413,68598.07000000073,7493.0,29058.19000000183,835.3900000000363,67287.88000000082,13298,5.06,5.06,61966.909999999996,1310.189999999915,1.9099516939760857,0.5634681907053692,1.0194714114934205
3252,E & J GALLO WINERY,39997,813.96,204.0,55.86000000000002,22.95,657.72,252,2.61,2.61,61966.909999999996,156.24,19.195046439628484,0.8095238095238095,1.2375478927203065
3252,E & J GALLO WINERY,42124,5722.089999999986,291.0,2761.599999999993,32.38999999999996,5390.909999999998,597,9.03,9.03,61966.909999999996,331.17999999998756,5.78774538673786,0.48743718592964824,1.061433041916854
3252,E & J GALLO WINERY,43543,239.7,30.0,31.96,6.750000000000001,164.1,30,5.47,5.47,61966.909999999996,75.6,31.53942428035044,1.0,1.4606946983546618
3252,E & J GALLO WINERY,43548,191.88,12.0,47.97,7.199999999999999,142.34999999999997,13,10.95,10.95,61966.909999999996,49.53000000000003,25.813008130081315,0.9230769230769231,1.3479452054794523
3252,E & J GALLO WINERY,44040,155.76,24.0,12.98,2.7,107.52,24,4.48,4.48,61966.909999999996,48.239999999999995,30.97072419106317,1.0,1.4486607142857142
3252,E & J GALLO WINERY,45239,959.4000000000001,60.0,239.85000000000005,6.700000000000001,629.52,61,10.32,10.32,61966.909999999996,329.8800000000001,34.3839899937461,0.9836065573770492,1.5240182996568816
3252,E & J GALLO WINERY,46059,766.08,192.0,35.91000000000001,21.6,760.32,288,2.64,2.64,61966.909999999996,5.759999999999991,0.751879699248119,0.6666666666666666,1.0075757575757576
3252,E & J GALLO WINERY,46146,497.52,48.0,82.92,10.799999999999999,359.64,54,6.66,6.66,61966.909999999996,137.88,27.713458755426917,0.8888888888888888,1.3833833833833833
3664,WILLIAM GRANT & SONS INC,826,143.88,12.0,131.89,12.600000000000001,115.08,12,9.59,9.59,30234.42000000001,28.799999999999997,20.016680567139282,1.0,1.2502606882168925
3664,WILLIAM GRANT & SONS INC,847,2483.46,54.0,1241.73,56.70000000000001,1818.15,51,35.65,35.65,30234.42000000001,665.31,26.78964025995989,1.0588235294117647,1.365926903720815
3664,WILLIAM GRANT & SONS INC,1050,8773.049999999974,195.0,7153.409999999975,76.32000000000006,3415.3599999999997,104,32.84,32.84,30234.42000000001,5357.689999999974,61.06986737793573,1.875,2.5687043239951204
3664,WILLIAM GRANT & SONS INC,2295,899.9000000000001,10.0,179.98,7.869999999999999,385.68,6,64.28,64.28,30234.42000000001,514.22,57.141904656072896,1.6666666666666667,2.3332814768720183
3664,WILLIAM GRANT & SONS INC,2711,4737.6299999999765,237.0,4277.859999999977,187.07999999999967,4463.910000000001,297,15.03,15.03,30234.42000000001,273.7199999999757,5.777572330468548,0.797979797979798,1.061318440559952
3664,WILLIAM GRANT & SONS INC,2714,5399.459999999997,54.0,2799.7199999999984,42.569999999999986,1068.6200000000001,14,76.33,76.33,30234.42000000001,4330.839999999997,80.20876161690242,3.857142857142857,5.052740918193555
3664,WILLIAM GRANT & SONS INC,2801,3539.0899999999956,91.0,2753.2899999999963,71.74999999999999,636.6400000000001,23,27.68,27.68,30234.42000000001,2902.4499999999953,82.01119496819801,3.9565217391304346,5.559012942950482
3664,WILLIAM GRANT & SONS INC,2812,1504.66,34.0,1289.71,13.290000000000003,212.10000000000002,7,30.3,30.3,30234.42000000001,1292.56,85.90379221884012,4.857142857142857,7.094106553512494
3664,WILLIAM GRANT & SONS INC,2814,1564.65,35.0,1249.72,13.680000000000003,899.0,29,31.0,31.0,30234.42000000001,665.6500000000001,42.54306074841019,1.206896551724138,1.7404338153503893
3664,WILLIAM GRANT & SONS INC,2837,1977.5700000000002,43.0,1563.66,33.939999999999976,476.97999999999996,14,34.07,34.07,30234.42000000001,1500.5900000000001,75.88049980531663,3.0714285714285716,4.146022894041679
3664,WILLIAM GRANT & SONS INC,2985,8308.079999999965,392.0,4823.739999999972,309.01000000000005,3140.7999999999997,208,15.1,15.1,30234.42000000001,5167.279999999966,62.19583826828807,1.8846153846153846,2.64521141110544
3664,WILLIAM GRANT & SONS INC,4005,519.87,13.0,239.94000000000003,10.239999999999998,383.88,12,31.99,31.99,30234.42000000001,135.99,26.15846269259623,1.0833333333333333,1.354251328540169
3664,WILLIAM GRANT & SONS INC,4302,9187.789999999943,621.0,5452.33999999995,489.380000000002,3255.7999999999993,292,11.15,11.15,30234.42000000001,5931.989999999943,64.5638396175792,2.1267123287671232,2.821976165612121
3664,WILLIAM GRANT & SONS INC,5135,6933.109999999976,289.0,4414.159999999979,227.73999999999967,4125.139999999999,239,17.26,17.26,30234.42000000001,2807.9699999999766,40.50087190308515,1.209205020920502,1.6806968975598349
3924,HEAVEN HILL DISTILLERIES,614,344.85,15.0,91.96,27.55,308.88,18,17.16,17.16,14069.869999999995,35.97000000000003,10.430622009569385,0.8333333333333334,1.1164529914529915
3924,HEAVEN HILL DISTILLERIES,1029,2183.580000000001,242.0,1163.700000000001,190.67999999999984,526.0,100,5.26,5.26,14069.869999999995,1657.5800000000008,75.91111843852757,2.42,4.151292775665401
3924,HEAVEN HILL DISTILLERIES,1214,1408.5900000000006,141.0,959.0400000000006,111.15000000000019,197.58,37,5.34,5.34,14069.869999999995,1211.0100000000007,85.97320724980301,3.810810810810811,7.12921348314607
3924,HEAVEN HILL DISTILLERIES,1672,2458.769999999998,123.0,1599.2000000000005,96.98000000000008,1822.86,114,15.99,15.99,14069.869999999995,635.9099999999983,25.862931465732814,1.0789473684210527,1.3488529014844794
3924,HEAVEN HILL DISTILLERIES,1972,450.3100000000003,69.0,264.59000000000015,54.36999999999998,92.82,17,5.46,5.46,14069.869999999995,357.4900000000003,79.38753303279964,4.0588235294117645,4.851432880844649
3924,HEAVEN HILL DISTILLERIES,2106,519.96,4.0,519.96,3.16,93.52,1,93.52,93.52,14069.869999999995,426.44000000000005,82.01400107700593,4.0,5.559880239520958
3924,HEAVEN HILL DISTILLERIES,3162,12933.35999999938,13064.0,3999.599999999587,679.4700000000056,12502.000000000016,16450,0.76,0.76,14069.869999999995,431.35999999936394,3.3352508551481175,0.7941641337386018,1.0345032794752331
3924,HEAVEN HILL DISTILLERIES,3592,25714.94000000026,2606.0,15731.1299999997,4789.2700000000905,16443.42000000005,2303,7.14,7.14,14069.869999999995,9271.520000000211,36.05499371182712,1.1315675206252713,1.5638437745919147
3924,HEAVEN HILL DISTILLERIES,3639,27473.990000000445,2801.0,17320.39999999985,5147.680000000107,17999.940000000068,2521,7.14,7.14,14069.869999999995,9474.050000000378,34.4837062254162,1.111067036890123,1.526337865570682
3924,HEAVEN HILL DISTILLERIES,3930,7966.569999999967,543.0,3867.3899999999726,427.8800000000015,3790.4300000000003,313,12.11,12.11,14069.869999999995,4176.139999999967,52.4208034323427,1.7348242811501597,2.1017589033434114
3924,HEAVEN HILL DISTILLERIES,4425,149.88,12.0,12.49,9.45,114.36,12,9.53,9.53,14069.869999999995,35.519999999999996,23.698959167333868,1.0,1.3105981112277019
3924,HEAVEN HILL DISTILLERIES,5080,559.7200000000001,28.0,459.7700000000001,22.089999999999993,108.18,9,12.02,12.02,14069.869999999995,451.54000000000013,80.6724790966912,3.111111111111111,5.173969310408579
3924,HEAVEN HILL DISTILLERIES,5220,7408.5099999999375,899.0,3648.0999999999553,708.1799999999995,2564.97,443,5.79,5.79,14069.869999999995,4843.539999999937,65.37805847599554,2.0293453724604964,2.888341773977839
3924,HEAVEN HILL DISTILLERIES,5224,47.45,5.0,47.45,3.95,7.08,1,7.08,7.08,14069.869999999995,40.370000000000005,85.07903055848261,5.0,6.701977401129944
3950,"HOOD RIVER DISTILLERS, Inc.",372,944.5800000000002,42.0,157.43,33.04,622.8,36,17.3,17.3,117.52000000000001,321.7800000000002,34.06593406593409,1.1666666666666667,1.516666666666667
3950,"HOOD RIVER DISTILLERS, Inc.",2915,1935.1200000000006,88.0,1363.3800000000003,69.38,229.73999999999998,14,16.41,16.41,117.52000000000001,1705.3800000000006,88.12786803919137,6.285714285714286,8.423086967876733
3951,HIGHLAND WINE MERCHANTS LLC,24856,359.88,12.0,209.93,1.34,248.16,12,20.68,20.68,29.430000000000003,111.72,31.04368122707569,1.0,1.450193423597679
3960,DIAGEO NORTH AMERICA INC,187,179.88,12.0,14.99,12.6,138.36,12,11.53,11.53,257032.07000000007,41.51999999999998,23.082054703135412,1.0,1.3000867302688637
3960,DIAGEO NORTH AMERICA INC,207,782.46,54.0,246.33000000000007,56.7,517.5,45,11.5,11.5,257032.07000000007,264.96000000000004,33.86243386243387,1.2,1.512
3960,DIAGEO NORTH AMERICA INC,241,29.98,2.0,14.99,2.1,22.38,2,11.19,11.19,257032.07000000007,7.600000000000001,25.350233488992668,1.0,1.3395889186773906
3960,DIAGEO NORTH AMERICA INC,258,3602.9400000000005,106.0,373.89000000000004,111.3,3010.7200000000003,124,24.28,24.28,257032.07000000007,592.2200000000003,16.43713189783899,0.8548387096774194,1.1967037784981667
3960,DIAGEO NORTH AMERICA INC,304,951.72,28.0,203.94000000000003,29.4,709.05,29,24.45,24.45,257032.07000000007,242.67000000000007,25.49804564367672,0.9655172413793104,1.3422466680770047
3960,DIAGEO NORTH AMERICA INC,354,545.7200000000001,28.0,331.33000000000004,29.40000000000001,256.14,18,14.23,14.23,257032.07000000007,289.58000000000015,53.063842263431816,1.5555555555555556,2.130553603498088
3960,DIAGEO NORTH AMERICA INC,366,2958.6699999999987,133.0,1910.1400000000006,104.83000000000004,154.62,9,17.18,17.18,257032.07000000007,2804.049999999999,94.77400318386302,14.777777777777779,19.135105419738704
3960,DIAGEO NORTH AMERICA INC,473,2991.12,88.0,679.8000000000001,92.39999999999998,2708.1,102,26.55,26.55,257032.07000000007,283.02,9.462007542325281,0.8627450980392157,1.1045086961338209
3960,DIAGEO NORTH AMERICA INC,530,524.6500000000001,35.0,389.7400000000001,36.75000000000001,214.13000000000002,19,11.27,11.27,257032.07000000007,310.5200000000001,59.186124082721825,1.8421052631578947,2.450147106897679
3960,DIAGEO NORTH AMERICA INC,713,337.87,13.0,311.88000000000005,13.650000000000002,171.99,9,19.11,19.11,257032.07000000007,165.88,49.09580607926125,1.4444444444444444,1.964474678760393
3960,DIAGEO NORTH AMERICA INC,868,6626.95999999999,204.0,3540.9099999999903,214.20000000000027,6250.939999999999,254,24.61,24.61,257032.07000000007,376.01999999999134,5.674094909279548,0.8031496062992126,1.0601541528154153
3960,DIAGEO NORTH AMERICA INC,911,818.6100000000002,39.0,524.7500000000001,40.949999999999996,520.88,34,15.32,15.32,257032.07000000007,297.73000000000025,36.37018849024568,1.1470588235294117,1.5715903855014595
3960,DIAGEO NORTH AMERICA INC,914,391.23000000000013,27.0,289.80000000000007,28.350000000000012,218.5,19,11.5,11.5,257032.07000000007,172.73000000000013,44.15049970605528,1.4210526315789473,1.7905263157894742
3960,DIAGEO NORTH AMERICA INC,1063,1189.65,35.0,441.87000000000006,36.75000000000001,456.66,18,25.37,25.37,257032.07000000007,732.99,61.613920060522,1.9444444444444444,2.6051110235185915
3960,DIAGEO NORTH AMERICA INC,1185,1559.87,13.0,1319.8899999999999,10.25,1373.9999999999998,15,91.6,91.6,257032.07000000007,185.87000000000012,11.915736567790916,0.8666666666666667,1.1352765647743814
3960,DIAGEO NORTH AMERICA INC,1304,179.88,12.0,14.99,9.45,99.96,12,8.33,8.33,257032.07000000007,79.92,44.429619746497664,1.0,1.7995198079231693
3960,DIAGEO NORTH AMERICA INC,1474,1232.5300000000002,47.0,867.6700000000002,37.05999999999998,1190.4,60,19.84,19.84,257032.07000000007,42.13000000000011,3.4181723771429584,0.7833333333333333,1.0353914650537634
3960,DIAGEO NORTH AMERICA INC,1779,5199.199999999993,80.0,3509.459999999995,63.05999999999997,4629.24,99,46.76,46.76,257032.07000000007,569.9599999999937,10.96245576242488,0.8080808080808081,1.1231217219241159
3960,DIAGEO NORTH AMERICA INC,2054,35675.89000000024,811.0,29121.380000000394,639.6100000000013,29374.72000000002,848,34.64,34.64,257032.07000000007,6301.17000000022,17.66226434715484,0.9563679245283019,1.214509959584303
3960,DIAGEO NORTH AMERICA INC,2058,2639.3999999999974,60.0,1583.64,47.319999999999986,893.1600000000001,27,33.08,33.08,257032.07000000007,1746.2399999999973,66.16049102068648,2.2222222222222223,2.9551256213892216
3960,DIAGEO NORTH AMERICA INC,2255,87138.21000000073,2179.0,48187.94999999979,4004.0300000000593,73239.55999999994,2381,30.76,30.76,257032.07000000007,13898.650000000795,15.950121077769072,0.9151616967660646,1.1897697091571933
3960,DIAGEO NORTH AMERICA INC,2392,4339.379999999996,62.0,2729.609999999998,48.83999999999998,1014.4000000000001,20,50.72,50.72,257032.07000000007,3324.9799999999955,76.623388594684,3.1,4.277779968454254
3960,DIAGEO NORTH AMERICA INC,2466,29697.680000000117,632.0,18138.139999999996,1161.909999999996,21030.200000000004,710,29.62,29.62,257032.07000000007,8667.480000000112,29.185714170265413,0.8901408450704226,1.4121444399007195
3960,DIAGEO NORTH AMERICA INC,2492,54599.93999999983,1006.0,13392.479999999954,792.4499999999983,33203.01999999999,797,41.66,41.66,257032.07000000007,21396.91999999984,39.188541232829024,1.2622333751568382,1.6444269226112518
3960,DIAGEO NORTH AMERICA INC,2508,7104.299999999767,3570.0,3631.749999999835,183.0199999999995,3461.4300000000007,2177,1.59,1.59,257032.07000000007,3642.8699999997666,51.276973100796496,1.639871382636656,2.0524176424193947
3960,DIAGEO NORTH AMERICA INC,2571,2634.69,31.0,254.96999999999997,24.41,1647.0,25,65.88,65.88,257032.07000000007,987.69,37.4879018024891,1.24,1.5996903460837888
3960,DIAGEO NORTH AMERICA INC,2626,23.88,12.0,1.99,0.63,2.84,2,1.42,1.42,257032.07000000007,21.04,88.107202680067,6.0,8.408450704225352
3960,DIAGEO NORTH AMERICA INC,2650,1824.2700000000004,73.0,849.6600000000002,76.64999999999996,98.4,5,19.68,19.68,257032.07000000007,1725.8700000000003,94.60606160272327,14.6,18.539329268292686
3960,DIAGEO NORTH AMERICA INC,2654,31599.100000000377,1090.0,24003.720000000314,1144.4999999999857,9369.989999999998,417,22.47,22.47,257032.07000000007,22229.11000000038,70.34728837213754,2.613908872901679,3.3723728627245477
3960,DIAGEO NORTH AMERICA INC,2898,17842.31999999978,2368.0,12405.689999999702,1866.269999999966,11112.490000000014,1849,6.01,6.01,257032.07000000007,6729.829999999767,37.71835725398855,1.2806922660897782,1.6056095438555857
3960,DIAGEO NORTH AMERICA INC,3070,4340.069999999993,193.0,2075.0600000000004,152.08,1305.8700000000003,79,16.53,16.53,257032.07000000007,3034.199999999993,69.91131479446179,2.4430379746835444,3.323508465620615
3960,DIAGEO NORTH AMERICA INC,3186,467.64000000000016,36.0,246.81000000000006,28.359999999999992,359.64,36,9.99,9.99,257032.07000000007,108.00000000000017,23.094688221709035,1.0,1.3003003003003009
3960,DIAGEO NORTH AMERICA INC,3213,155.88,12.0,12.99,9.45,115.44,12,9.62,9.62,257032.07000000007,40.44,25.943033102386448,1.0,1.3503118503118503
3960,DIAGEO NORTH AMERICA INC,3300,12886.829999999261,13017.0,4134.239999999558,675.8900000000071,6628.56,9336,0.71,0.71,257032.07000000007,6258.269999999261,48.56330067207855,1.394280205655527,1.9441371881674543
3960,DIAGEO NORTH AMERICA INC,3395,11214.2799999999,972.0,6233.669999999918,765.8300000000005,3481.4500000000003,343,10.15,10.15,257032.07000000007,7732.8299999999,68.95520711093329,2.8338192419825075,3.2211521061626334
3960,DIAGEO NORTH AMERICA INC,3408,2932.5399999999986,146.0,1353.3300000000004,115.07000000000005,1827.5400000000002,117,15.62,15.62,257032.07000000007,1104.9999999999984,37.68064544729139,1.2478632478632479,1.6046379285815897
3960,DIAGEO NORTH AMERICA INC,3424,1119.3000000000004,70.0,719.5500000000003,55.16999999999998,278.16,24,11.59,11.59,257032.07000000007,841.1400000000003,75.14875368533906,2.9166666666666665,4.023943054357206
3960,DIAGEO NORTH AMERICA INC,3451,328.72,28.0,80.42999999999999,22.03,301.2,40,7.53,7.53,257032.07000000007,27.52000000000004,8.371866634217582,0.7,1.0913678618857903
3960,DIAGEO NORTH AMERICA INC,3458,34307.900000000365,1710.0,21461.29000000025,1347.5499999999865,27872.740000000023,1841,15.14,15.14,257032.07000000007,6435.160000000342,18.757079273287708,0.928843020097773,1.2308764764425864
3960,DIAGEO NORTH AMERICA INC,3510,15644.169999999856,1583.0,7360.219999999883,1247.3299999999924,6997.849999999999,809,8.65,8.65,257032.07000000007,8646.319999999858,55.268640010942974,1.9567367119901113,2.2355680673349467
3960,DIAGEO NORTH AMERICA INC,3517,12836.539999999899,1346.0,5982.739999999912,1060.4699999999984,2588.5699999999997,379,6.83,6.83,257032.07000000007,10247.9699999999,79.8343634655443,3.5514511873350925,4.958930992787485
3960,DIAGEO NORTH AMERICA INC,3560,3154.0299999999897,247.0,1134.5800000000006,96.95000000000006,1380.4,145,9.52,9.52,257032.07000000007,1773.6299999999896,56.233770763118784,1.703448275862069,2.2848667053028033
3960,DIAGEO NORTH AMERICA INC,3564,7085.569999999987,143.0,4048.1899999999914,262.88000000000017,3788.4,105,36.08,36.08,257032.07000000007,3297.169999999987,46.53358868799536,1.361904761904762,1.870333122162387
3960,DIAGEO NORTH AMERICA INC,3672,7489.319999999954,668.0,4328.169999999956,526.3100000000012,2857.959999999999,346,8.26,8.26,257032.07000000007,4631.359999999955,61.83952615190677,1.930635838150289,2.620512533415428
3960,DIAGEO NORTH AMERICA INC,3677,7034.679999999956,632.0,3986.4399999999628,498.0900000000019,2181.8599999999997,254,8.59,8.59,257032.07000000007,4852.819999999956,68.98423240289519,2.4881889763779528,3.2241665368080246
3960,DIAGEO NORTH AMERICA INC,3697,141.28999999999996,71.0,45.77,3.6599999999999993,47.4,30,1.58,1.58,257032.07000000007,93.88999999999996,66.45197820086346,2.3666666666666667,2.9808016877637122
3960,DIAGEO NORTH AMERICA INC,3705,128.7,130.0,2.9699999999999998,6.82,62.64,87,0.72,0.72,257032.07000000007,66.05999999999999,51.32867132867133,1.4942528735632183,2.054597701149425
3960,DIAGEO NORTH AMERICA INC,3707,1180.0800000000027,1192.0,255.42000000000087,62.10999999999992,260.48,352,0.74,0.74,257032.07000000007,919.6000000000026,77.92692020879946,3.3863636363636362,4.530405405405415
3960,DIAGEO NORTH AMERICA INC,3719,416.08000000000004,42.0,60.440000000000005,33.089999999999996,132.48000000000002,18,7.36,7.36,257032.07000000007,283.6,68.15996923668524,2.3333333333333335,3.1407004830917873
3960,DIAGEO NORTH AMERICA INC,3747,41366.8200000007,5918.0,23668.140000001225,4661.48999999995,37772.55999999999,7292,5.18,5.18,257032.07000000007,3594.260000000708,8.688751032834158,0.8115743280307186,1.0951553190993861
3960,DIAGEO NORTH AMERICA INC,3757,15103.789999999935,521.0,8407.099999999953,547.0500000000017,3590.5800000000004,166,21.63,21.63,257032.07000000007,11513.209999999935,76.22729129576076,3.13855421686747,4.2065042416545335
3960,DIAGEO NORTH AMERICA INC,3783,15603.589999999514,7841.0,4630.729999999726,408.0200000000119,7843.5,5229,1.5,1.5,257032.07000000007,7760.0899999995145,49.73272176466926,1.4995218971122586,1.9893657168355345
3960,DIAGEO NORTH AMERICA INC,3917,1108.800000000004,1120.0,367.2900000000019,58.13999999999986,99.53999999999999,126,0.79,0.79,257032.07000000007,1009.2600000000041,91.02272727272731,8.88888888888889,11.139240506329156
3960,DIAGEO NORTH AMERICA INC,4089,135227.9100000041,6209.0,84167.66000000192,11410.740000000413,118441.61999999783,8118,14.59,14.59,257032.07000000007,16786.29000000628,12.41333242524104,0.7648435575264844,1.1417262783133715
3960,DIAGEO NORTH AMERICA INC,4173,180.53999999999996,96.0,44.28000000000002,4.979999999999998,34.760000000000005,44,0.79,0.79,257032.07000000007,145.77999999999997,80.7466489420627,2.1818181818181817,5.193901035673186
3960,DIAGEO NORTH AMERICA INC,4375,203.88,12.0,16.99,9.45,155.64,12,12.97,12.97,257032.07000000007,48.24000000000001,23.660977045320784,1.0,1.3099460292983809
3960,DIAGEO NORTH AMERICA INC,4398,584.3600000000001,64.0,329.64000000000016,50.429999999999986,91.13999999999999,14,6.51,6.51,257032.07000000007,493.22000000000014,84.4034499281265,4.571428571428571,6.41167434715822
3960,DIAGEO NORTH AMERICA INC,4751,788.0400000000019,796.0,253.44000000000085,41.27000000000004,238.32000000000002,331,0.72,0.72,257032.07000000007,549.7200000000018,69.7578803106442,2.404833836858006,3.306646525679766
3960,DIAGEO NORTH AMERICA INC,5104,74.97,3.0,74.97,2.37,18.93,1,18.93,18.93,257032.07000000007,56.04,74.74989995998399,3.0,3.9603803486529316
3960,DIAGEO NORTH AMERICA INC,5361,293.0400000000002,296.0,100.97999999999985,15.320000000000006,15.8,20,0.79,0.79,257032.07000000007,277.2400000000002,94.6082446082446,14.8,18.546835443037985
3960,DIAGEO NORTH AMERICA INC,5656,11005.139999999532,7386.0,3987.2399999997274,382.54000000001207,6668.840000000004,5749,1.16,1.16,257032.07000000007,4336.299999999528,39.40249737849507,1.284745173073578,1.6502330240340937
3960,DIAGEO NORTH AMERICA INC,5925,6336.929999999966,407.0,4086.9099999999703,320.8700000000002,1812.4499999999996,129,14.05,14.05,257032.07000000007,4524.479999999966,71.39861099933233,3.1550387596899223,3.496333691963898
3960,DIAGEO NORTH AMERICA INC,6127,69.64999999999999,35.0,33.82999999999999,7.35,1.47,1,1.47,1.47,257032.07000000007,68.17999999999999,97.8894472361809,35.0,47.38095238095237
3960,DIAGEO NORTH AMERICA INC,6129,83.58000000000001,42.0,33.82999999999999,8.82,7.25,5,1.45,1.45,257032.07000000007,76.33000000000001,91.32567599904283,8.4,11.528275862068968
3960,DIAGEO NORTH AMERICA INC,6270,7657.649999999793,7735.0,2276.009999999967,402.840000000008,3917.7600000000025,5088,0.77,0.77,257032.07000000007,3739.8899999997907,48.838612368022716,1.5202437106918238,1.9545990566037195
3960,DIAGEO NORTH AMERICA INC,6432,7666.559999999815,7744.0,2034.450000000017,60.900000000000446,2994.56,4679,0.64,0.64,257032.07000000007,4671.9999999998145,60.93997829534925,1.6550544988245353,2.560162427869141
3960,DIAGEO NORTH AMERICA INC,7202,5858.699999999961,530.0,3415.919999999974,417.7800000000014,1690.9899999999998,203,8.33,8.33,257032.07000000007,4167.709999999961,71.1371123286734,2.6108374384236455,3.4646567986800405
3960,DIAGEO NORTH AMERICA INC,7211,5443.089999999962,491.0,3515.8399999999724,387.1400000000012,1715.3500000000006,203,8.45,8.45,257032.07000000007,3727.7399999999616,68.48573145033406,2.41871921182266,3.173165826216201
3960,DIAGEO NORTH AMERICA INC,7851,361.35000000000036,365.0,113.84999999999978,18.960000000000026,67.15,85,0.79,0.79,257032.07000000007,294.2000000000004,81.4169088141691,4.294117647058823,5.38123603871929
3960,DIAGEO NORTH AMERICA INC,7902,156.42,158.0,55.440000000000026,8.179999999999998,4.32,6,0.72,0.72,257032.07000000007,152.1,97.23820483314155,26.333333333333332,36.20833333333333
3960,DIAGEO NORTH AMERICA INC,8425,9914.02999999995,497.0,6687.799999999952,55.07999999999987,8373.84,552,15.17,15.17,257032.07000000007,1540.1899999999496,15.535458335308219,0.9003623188405797,1.1839287590878198
